"Line","Champion","VsChampion","VsWinRate","VsTotalPlayed"
"mid","sett","kled","0.4667",75
"mid","sett","wukong","0.5068",73
"mid","sett","zac","0.5070",71
"mid","sett","nunu&willump","0.5429",70
"mid","sett","camille","0.5091",55
"mid","sett","aurelionsol","0.4717",53
"support","sett","thresh","0.4628",5114
"support","sett","leona","0.4382",3866
"support","sett","senna","0.4216",3359
"support","sett","alistar","0.4316",3239
"support","sett","lulu","0.4473",2788
"support","sett","blitzcrank","0.4803",2771
"support","sett","nautilus","0.4758",2766
"support","sett","xerath","0.4653",2263
"support","sett","lux","0.4779",1785
"support","sett","pyke","0.4448",1684
"support","sett","yuumi","0.4767",1565
"support","sett","morgana","0.4533",1211
"support","sett","pantheon","0.4842",1136
"support","sett","galio","0.4958",1067
"support","sett","maokai","0.4282",1051
"support","sett","karma","0.4839",963
"support","sett","rell","0.4902",922
"support","sett","swain","0.4471",794
"support","sett","shaco","0.4403",620
"support","sett","soraka","0.4621",593
"support","sett","brand","0.4695",590
"support","sett","zilean","0.4313",575
"support","sett","zyra","0.4684",570
"support","sett","rakan","0.4272",522
"support","sett","seraphine","0.4862",471
"support","sett","janna","0.3833",407
"support","sett","bard","0.4239",394
"support","sett","vel'koz","0.4622",357
"support","sett","nami","0.4236",347
"support","sett","braum","0.4418",335
"support","sett","shen","0.4823",282
"support","sett","gragas","0.4934",229
"support","sett","sona","0.3781",201
"support","sett","neeko","0.4541",196
"support","sett","zac","0.4479",192
"support","sett","veigar","0.4185",184
"support","sett","taric","0.4457",184
"support","sett","poppy","0.5030",167
"support","sett","anivia","0.4488",127
"support","sona","thresh","0.5020",1241
"support","sona","senna","0.4898",1223
"support","sona","lulu","0.5181",1104
"support","sona","leona","0.4444",918
"support","sona","xerath","0.4806",878
"support","sona","blitzcrank","0.4825",858
"support","sona","lux","0.5035",856
"support","sona","nautilus","0.4761",815
"support","sona","yuumi","0.4964",693
"support","sona","alistar","0.4804",587
"support","sona","morgana","0.5556",522
"support","sona","pyke","0.4509",519
"support","sona","karma","0.5074",339
"support","sona","maokai","0.5212",307
"support","sona","soraka","0.4747",297
"support","sona","pantheon","0.5144",278
"support","sona","swain","0.5020",245
"support","sona","seraphine","0.5510",245
"support","sona","shaco","0.5106",235
"support","sona","zyra","0.4957",234
"support","sona","galio","0.5455",220
"support","sona","zilean","0.4369",206
"support","sona","brand","0.4653",202
"support","sona","sett","0.6219",201
"support","sona","vel'koz","0.5783",166
"support","sona","nami","0.5060",166
"support","sona","rell","0.5313",160
"support","sona","rakan","0.5031",159
"support","sona","janna","0.5000",128
"support","sona","bard","0.4960",125
"support","sona","braum","0.4700",100
"support","sona","neeko","0.4884",86
"support","sona","veigar","0.4177",79
"support","sona","shen","0.5224",67
"support","soraka","senna","0.4968",3768
"support","soraka","thresh","0.4955",3697
"support","soraka","lulu","0.5007",3495
"support","soraka","leona","0.4672",2988
"support","soraka","xerath","0.5090",2383
"support","soraka","blitzcrank","0.4734",2239
"support","soraka","nautilus","0.5016",2177
"support","soraka","yuumi","0.4854",2124
"support","soraka","lux","0.5031",2107
"support","soraka","alistar","0.4898",1821
"support","soraka","pyke","0.5198",1643
"support","soraka","morgana","0.4944",1620
"support","soraka","karma","0.5137",946
"support","soraka","maokai","0.4638",897
"support","soraka","pantheon","0.5102",835
"support","soraka","zyra","0.4831",828
"support","soraka","brand","0.4714",768
"support","soraka","swain","0.5430",744
"support","soraka","shaco","0.5202",644
"support","soraka","galio","0.4992",625
"support","soraka","zilean","0.4891",595
"support","soraka","sett","0.5379",593
"support","soraka","seraphine","0.5509",570
"support","soraka","rell","0.5087",519
"support","soraka","rakan","0.4798",446
"support","soraka","nami","0.4707",444
"support","soraka","vel'koz","0.5465",441
"support","soraka","janna","0.4976",422
"support","soraka","bard","0.4880",416
"support","soraka","sona","0.5253",297
"support","soraka","shen","0.4785",209
"support","soraka","braum","0.5517",203
"support","soraka","neeko","0.5080",187
"support","soraka","veigar","0.4973",185
"support","soraka","zac","0.4861",144
"support","soraka","anivia","0.5319",141
"support","soraka","gragas","0.4964",137
"support","soraka","taric","0.5900",100
"support","soraka","poppy","0.5814",86
"top","shen","sett","0.4932",7543
"top","shen","sylas","0.5224",7240
"top","shen","aatrox","0.5006",6384
"top","shen","mordekaiser","0.4909",4088
"top","shen","renekton","0.5440",4004
"top","shen","akali","0.5557",3502
"top","shen","irelia","0.5609",3380
"top","shen","darius","0.4832",3241
"top","shen","ornn","0.5137",3021
"top","shen","malphite","0.5355",2999
"top","shen","garen","0.4922",2867
"top","shen","gwen","0.5043",2804
"top","shen","leesin","0.4996",2796
"top","shen","fiora","0.5220",2364
"top","shen","gnar","0.5015",2301
"top","shen","jax","0.5533",2205
"top","shen","jayce","0.5260",2078
"top","shen","vladimir","0.5239",1884
"top","shen","riven","0.4981",1875
"top","shen","volibear","0.5187",1849
"top","shen","kayle","0.4870",1768
"top","shen","nasus","0.5301",1711
"top","shen","vayne","0.5233",1653
"top","shen","gangplank","0.5418",1604
"top","shen","rumble","0.5441",1588
"top","shen","camille","0.5443",1501
"top","shen","teemo","0.5305",1378
"top","shen","sion","0.5091",1375
"top","shen","kennen","0.5256",1229
"top","shen","poppy","0.5189",1189
"top","shen","wukong","0.5252",1171
"top","shen","tryndamere","0.5457",1072
"top","shen","kled","0.5303",1071
"top","shen","urgot","0.5272",975
"top","shen","illaoi","0.5060",921
"top","shen","maokai","0.4886",837
"top","shen","ryze","0.5857",823
"top","shen","viego","0.5368",816
"top","shen","lucian","0.5597",813
"top","shen","rengar","0.5480",761
"top","shen","zac","0.4987",756
"top","shen","cho'gath","0.5242",744
"top","shen","yasuo","0.5708",650
"top","shen","warwick","0.5428",643
"top","shen","yorick","0.5684",563
"top","shen","singed","0.5205",561
"top","shen","nocturne","0.4932",515
"top","shen","quinn","0.5273",512
"top","shen","trundle","0.5279",502
"top","shen","yone","0.5480",500
"top","shen","dr.mundo","0.5254",493
"top","shen","heimerdinger","0.5432",440
"top","shen","kalista","0.5691",427
"top","shen","pantheon","0.5333",330
"support","shen","thresh","0.4887",1416
"support","shen","leona","0.4695",1310
"support","shen","senna","0.4450",955
"support","shen","lulu","0.4691",874
"support","shen","alistar","0.4676",834
"support","shen","nautilus","0.4975",806
"support","shen","blitzcrank","0.4917",779
"support","shen","xerath","0.4833",747
"support","shen","lux","0.5041",603
"support","shen","pyke","0.4940",581
"support","shen","yuumi","0.5049",511
"support","shen","morgana","0.5282",443
"support","shen","pantheon","0.5415",325
"support","shen","maokai","0.5062",324
"support","shen","galio","0.5647",317
"support","shen","sett","0.5177",282
"support","shen","karma","0.4466",262
"support","shen","shaco","0.4938",241
"support","shen","brand","0.3889",234
"support","shen","swain","0.5047",214
"support","shen","soraka","0.5215",209
"support","shen","zyra","0.5196",204
"support","shen","rell","0.4631",203
"support","shen","zilean","0.3772",167
"support","shen","rakan","0.4815",162
"support","shen","seraphine","0.5473",148
"support","shen","janna","0.4792",144
"support","shen","bard","0.5000",126
"support","shen","vel'koz","0.4667",120
"support","shen","nami","0.5204",98
"support","shen","braum","0.3516",91
"support","shen","neeko","0.5263",76
"support","shen","veigar","0.4521",73
"support","shen","gragas","0.4706",68
"support","shen","sona","0.4776",67
"support","shen","taric","0.5517",58
"support","shen","zac","0.4561",57
"support","shen","poppy","0.5536",56
"jungle","shyvana","leesin","0.4879",2267
"jungle","shyvana","rumble","0.5392",892
"jungle","shyvana","morgana","0.4932",803
"jungle","shyvana","kindred","0.4754",793
"jungle","shyvana","elise","0.4543",744
"jungle","shyvana","viego","0.5355",719
"jungle","shyvana","diana","0.5087",688
"jungle","shyvana","shaco","0.4933",673
"jungle","shyvana","kayn","0.4691",631
"jungle","shyvana","nidalee","0.5230",610
"jungle","shyvana","masteryi","0.4926",542
"jungle","shyvana","xinzhao","0.4491",521
"jungle","shyvana","nocturne","0.5000",482
"jungle","shyvana","ekko","0.5205",438
"jungle","shyvana","graves","0.5465",430
"jungle","shyvana","zac","0.5272",368
"jungle","shyvana","kha'zix","0.5272",368
"jungle","shyvana","nunu&willump","0.4385",301
"jungle","shyvana","evelynn","0.4397",282
"jungle","shyvana","warwick","0.4179",268
"jungle","shyvana","rammus","0.5172",232
"jungle","shyvana","poppy","0.5130",230
"jungle","shyvana","fiddlesticks","0.5071",211
"jungle","shyvana","jarvaniv","0.4815",189
"jungle","shyvana","rek'sai","0.4514",175
"jungle","shyvana","volibear","0.4393",173
"jungle","shyvana","udyr","0.5146",171
"jungle","shyvana","vi","0.4688",160
"jungle","shyvana","hecarim","0.5364",151
"jungle","shyvana","karthus","0.4437",142
"jungle","shyvana","amumu","0.5500",140
"jungle","shyvana","sejuani","0.3577",123
"jungle","shyvana","olaf","0.5943",106
"jungle","shyvana","lillia","0.5347",101
"jungle","shyvana","gwen","0.5306",98
"jungle","shyvana","gragas","0.5000",96
"jungle","shyvana","taliyah","0.4316",95
"jungle","shyvana","trundle","0.4945",91
"jungle","shyvana","rengar","0.5714",77
"jungle","shyvana","jax","0.4000",65
"jungle","shyvana","wukong","0.5600",50
"bot","swain","kai'sa","0.5710",2499
"bot","swain","ezreal","0.5728",2444
"bot","swain","samira","0.5812",1951
"bot","swain","jinx","0.5642",1464
"bot","swain","jhin","0.5600",966
"bot","swain","caitlyn","0.5410",902
"bot","swain","vayne","0.5161",808
"bot","swain","tristana","0.5227",639
"bot","swain","ashe","0.4906",479
"bot","swain","varus","0.5761",460
"bot","swain","sivir","0.4788",424
"bot","swain","missfortune","0.5504",407
"bot","swain","lucian","0.5648",386
"bot","swain","aphelios","0.5026",191
"bot","swain","kog'maw","0.4908",163
"bot","swain","xayah","0.5714",147
"bot","swain","draven","0.5841",113
"bot","swain","twitch","0.5841",113
"bot","swain","kalista","0.6346",104
"bot","swain","senna","0.5054",93
"bot","swain","yasuo","0.5667",90
"support","swain","thresh","0.5054",4104
"support","swain","senna","0.5024",3734
"support","swain","lulu","0.4842",3063
"support","swain","leona","0.5055",3023
"support","swain","xerath","0.4453",2823
"support","swain","lux","0.4828",2419
"support","swain","blitzcrank","0.5023",2347
"support","swain","nautilus","0.5179",2317
"support","swain","alistar","0.5103",2191
"support","swain","yuumi","0.5011",1832
"support","swain","morgana","0.5115",1611
"support","swain","pyke","0.4887",1498
"support","swain","karma","0.4783",1108
"support","swain","maokai","0.4804",970
"support","swain","pantheon","0.5272",865
"support","swain","sett","0.5529",794
"support","swain","galio","0.5309",793
"support","swain","zyra","0.5019",785
"support","swain","soraka","0.4570",744
"support","swain","brand","0.4687",734
"support","swain","shaco","0.4745",687
"support","swain","seraphine","0.5272",624
"support","swain","zilean","0.4603",604
"support","swain","rell","0.5517",513
"support","swain","vel'koz","0.4397",473
"support","swain","rakan","0.5405",457
"support","swain","janna","0.5175",456
"support","swain","nami","0.4739",403
"support","swain","bard","0.5165",395
"support","swain","braum","0.5219",297
"support","swain","sona","0.4980",245
"support","swain","shen","0.4953",214
"support","swain","neeko","0.5403",211
"support","swain","veigar","0.5024",209
"support","swain","zac","0.4643",168
"support","swain","gragas","0.5583",163
"support","swain","taric","0.5182",137
"support","swain","anivia","0.5385",130
"support","swain","poppy","0.4417",120
"bot","sivir","ezreal","0.5515",12620
"bot","sivir","kai'sa","0.5148",10798
"bot","sivir","jinx","0.5127",7421
"bot","sivir","samira","0.5128",5802
"bot","sivir","jhin","0.5101",5518
"bot","sivir","caitlyn","0.5178",5077
"bot","sivir","vayne","0.4862",4136
"bot","sivir","tristana","0.5201",3384
"bot","sivir","varus","0.5343",3219
"bot","sivir","ashe","0.5002",3053
"bot","sivir","missfortune","0.5252",2319
"bot","sivir","lucian","0.5285",1930
"bot","sivir","aphelios","0.5572",804
"bot","sivir","kog'maw","0.5198",731
"bot","sivir","xayah","0.5514",642
"bot","sivir","kalista","0.5075",601
"bot","sivir","senna","0.5158",568
"bot","sivir","twitch","0.5018",562
"bot","sivir","draven","0.5471",541
"bot","sivir","swain","0.5212",424
"bot","sivir","yasuo","0.4974",390
"bot","sivir","tahmkench","0.4684",158
"jungle","xinzhao","leesin","0.5148",14640
"jungle","xinzhao","rumble","0.5513",5177
"jungle","xinzhao","kindred","0.5501",5059
"jungle","xinzhao","morgana","0.5155",4625
"jungle","xinzhao","diana","0.5423",4558
"jungle","xinzhao","elise","0.4969",4502
"jungle","xinzhao","viego","0.5123",4220
"jungle","xinzhao","shaco","0.5242",3882
"jungle","xinzhao","nidalee","0.5518",3844
"jungle","xinzhao","kayn","0.5266",3665
"jungle","xinzhao","nocturne","0.5103",2910
"jungle","xinzhao","masteryi","0.5183",2759
"jungle","xinzhao","graves","0.5606",2656
"jungle","xinzhao","ekko","0.5094",2387
"jungle","xinzhao","kha'zix","0.5107",2285
"jungle","xinzhao","nunu&willump","0.5308",1852
"jungle","xinzhao","zac","0.4889",1804
"jungle","xinzhao","evelynn","0.5260",1709
"jungle","xinzhao","poppy","0.4774",1573
"jungle","xinzhao","warwick","0.4645",1522
"jungle","xinzhao","rammus","0.5114",1230
"jungle","xinzhao","rek'sai","0.5106",1228
"jungle","xinzhao","fiddlesticks","0.5273",1189
"jungle","xinzhao","jarvaniv","0.5350",1101
"jungle","xinzhao","udyr","0.5282",1030
"jungle","xinzhao","volibear","0.5445",988
"jungle","xinzhao","hecarim","0.5662",929
"jungle","xinzhao","vi","0.5444",913
"jungle","xinzhao","olaf","0.4812",877
"jungle","xinzhao","sejuani","0.4915",765
"jungle","xinzhao","karthus","0.5440",728
"jungle","xinzhao","amumu","0.5180",693
"jungle","xinzhao","taliyah","0.5515",631
"jungle","xinzhao","trundle","0.5048",624
"jungle","xinzhao","gragas","0.4936",624
"jungle","xinzhao","lillia","0.5719",619
"jungle","xinzhao","jax","0.4737",551
"jungle","xinzhao","shyvana","0.5509",521
"jungle","xinzhao","gwen","0.5612",490
"jungle","xinzhao","rengar","0.5588",374
"jungle","xinzhao","wukong","0.5125",279
"jungle","xinzhao","ivern","0.5394",241
"mid","syndra","sylas","0.4866",1381
"mid","syndra","zed","0.4351",1287
"mid","syndra","leblanc","0.4486",1215
"mid","syndra","yasuo","0.4420",1052
"mid","syndra","akali","0.4995",963
"mid","syndra","katarina","0.4344",960
"mid","syndra","yone","0.4594",875
"mid","syndra","talon","0.4722",826
"mid","syndra","xerath","0.4216",804
"mid","syndra","viktor","0.4935",697
"mid","syndra","lucian","0.5144",659
"mid","syndra","twistedfate","0.4752",644
"mid","syndra","ahri","0.4797",615
"mid","syndra","pantheon","0.4966",580
"mid","syndra","qiyana","0.4513",554
"mid","syndra","irelia","0.4855",517
"mid","syndra","zoe","0.4163",514
"mid","syndra","fizz","0.4004",462
"mid","syndra","viego","0.4404",445
"mid","syndra","galio","0.4661",442
"mid","syndra","orianna","0.5082",425
"mid","syndra","lux","0.4543",405
"mid","syndra","anivia","0.4520",396
"mid","syndra","vladimir","0.4637",386
"mid","syndra","ekko","0.4067",359
"mid","syndra","malzahar","0.4074",270
"mid","syndra","diana","0.4375",256
"mid","syndra","rumble","0.4936",235
"mid","syndra","ryze","0.5093",216
"mid","syndra","cassiopeia","0.5256",215
"mid","syndra","kassadin","0.4419",215
"mid","syndra","veigar","0.4880",166
"mid","syndra","jayce","0.4000",165
"mid","syndra","sett","0.4695",164
"mid","syndra","annie","0.4452",155
"mid","syndra","lissandra","0.4865",148
"mid","syndra","neeko","0.4521",146
"mid","syndra","nocturne","0.4167",144
"mid","syndra","corki","0.5036",137
"mid","syndra","malphite","0.4094",127
"mid","syndra","tristana","0.4724",127
"mid","syndra","renekton","0.4032",124
"mid","syndra","azir","0.5259",116
"mid","syndra","gwen","0.5109",92
"mid","syndra","garen","0.4375",80
"mid","syndra","nunu&willump","0.5211",71
"mid","syndra","aurelionsol","0.4483",58
"mid","syndra","riven","0.4800",50
"top","singed","sett","0.5228",989
"top","singed","aatrox","0.5249",724
"top","singed","sylas","0.5146",721
"top","singed","shen","0.4795",561
"top","singed","irelia","0.5737",441
"top","singed","renekton","0.5418",419
"top","singed","akali","0.5315",397
"top","singed","gwen","0.5095",367
"top","singed","ornn","0.5169",354
"top","singed","malphite","0.5351",342
"top","singed","darius","0.4794",340
"top","singed","leesin","0.4926",339
"top","singed","mordekaiser","0.5234",321
"top","singed","garen","0.5143",315
"top","singed","jax","0.5207",290
"top","singed","nasus","0.5158",285
"top","singed","gnar","0.4437",284
"top","singed","fiora","0.4627",268
"top","singed","jayce","0.5257",253
"top","singed","kayle","0.4206",233
"top","singed","riven","0.4913",230
"top","singed","vladimir","0.4846",227
"top","singed","volibear","0.5167",209
"top","singed","vayne","0.4755",204
"top","singed","rumble","0.5427",199
"top","singed","camille","0.5654",191
"top","singed","teemo","0.4581",179
"top","singed","urgot","0.3987",158
"top","singed","sion","0.4586",157
"top","singed","gangplank","0.5641",156
"top","singed","kennen","0.4621",132
"top","singed","wukong","0.5078",128
"top","singed","kled","0.5040",125
"top","singed","tryndamere","0.5856",111
"top","singed","poppy","0.5327",107
"top","singed","viego","0.5577",104
"top","singed","maokai","0.4300",100
"top","singed","cho'gath","0.4578",83
"top","singed","illaoi","0.4458",83
"top","singed","ryze","0.5422",83
"top","singed","lucian","0.5060",83
"top","singed","warwick","0.5256",78
"top","singed","yasuo","0.5921",76
"top","singed","zac","0.5278",72
"top","singed","rengar","0.4583",72
"top","singed","heimerdinger","0.4848",66
"top","singed","quinn","0.4918",61
"top","singed","dr.mundo","0.5556",54
"top","singed","yone","0.5962",52
"support","thresh","leona","0.4783",20574
"support","thresh","senna","0.4794",19009
"support","thresh","lulu","0.4995",18101
"support","thresh","blitzcrank","0.4847",17175
"support","thresh","alistar","0.4870",15443
"support","thresh","nautilus","0.4963",14764
"support","thresh","xerath","0.4952",13914
"support","thresh","lux","0.5093",10539
"support","thresh","pyke","0.5137",9821
"support","thresh","yuumi","0.5460",8885
"support","thresh","morgana","0.4865",8228
"support","thresh","karma","0.5276",6454
"support","thresh","maokai","0.4796",5630
"support","thresh","sett","0.5372",5114
"support","thresh","galio","0.5114",5004
"support","thresh","pantheon","0.5398",4722
"support","thresh","swain","0.4946",4104
"support","thresh","zyra","0.4765",4034
"support","thresh","shaco","0.4794",3709
"support","thresh","soraka","0.5045",3697
"support","thresh","brand","0.4746",3668
"support","thresh","zilean","0.4751",3656
"support","thresh","rell","0.5147",3468
"support","thresh","rakan","0.4815",3005
"support","thresh","seraphine","0.5273",2987
"support","thresh","janna","0.5013",2647
"support","thresh","bard","0.4973",2618
"support","thresh","vel'koz","0.5047",2247
"support","thresh","braum","0.4777",2219
"support","thresh","nami","0.5095",2210
"support","thresh","shen","0.5113",1416
"support","thresh","sona","0.4980",1241
"support","thresh","neeko","0.5044",1134
"support","thresh","gragas","0.5163",1106
"support","thresh","veigar","0.5080",1006
"support","thresh","taric","0.5053",944
"support","thresh","poppy","0.4960",885
"support","thresh","zac","0.5011",882
"support","thresh","anivia","0.4807",803
"mid","ahri","sylas","0.5200",4100
"mid","ahri","zed","0.5123",3808
"mid","ahri","yasuo","0.4906",3233
"mid","ahri","akali","0.5304",3056
"mid","ahri","leblanc","0.5163",2973
"mid","ahri","katarina","0.4938",2643
"mid","ahri","yone","0.5104",2463
"mid","ahri","talon","0.5092",2453
"mid","ahri","xerath","0.4830",1969
"mid","ahri","twistedfate","0.5231",1644
"mid","ahri","qiyana","0.5194",1550
"mid","ahri","lucian","0.5416",1501
"mid","ahri","viktor","0.5083",1389
"mid","ahri","galio","0.4826",1293
"mid","ahri","pantheon","0.5255",1275
"mid","ahri","viego","0.5272",1248
"mid","ahri","vladimir","0.5339",1225
"mid","ahri","irelia","0.5311",1205
"mid","ahri","fizz","0.4820",1139
"mid","ahri","zoe","0.5464",1067
"mid","ahri","lux","0.5083",968
"mid","ahri","orianna","0.5488",922
"mid","ahri","anivia","0.4923",839
"mid","ahri","ekko","0.4888",802
"mid","ahri","diana","0.4786",748
"mid","ahri","kassadin","0.4938",640
"mid","ahri","syndra","0.5203",615
"mid","ahri","rumble","0.5067",600
"mid","ahri","malzahar","0.4941",508
"mid","ahri","ryze","0.5869",489
"mid","ahri","malphite","0.5012",415
"mid","ahri","veigar","0.5074",408
"mid","ahri","annie","0.4453",393
"mid","ahri","nocturne","0.4910",391
"mid","ahri","lissandra","0.5077",390
"mid","ahri","sett","0.5207",386
"mid","ahri","corki","0.5147",375
"mid","ahri","neeko","0.5054",370
"mid","ahri","jayce","0.5000",340
"mid","ahri","cassiopeia","0.5183",328
"mid","ahri","tristana","0.5415",325
"mid","ahri","renekton","0.5433",289
"mid","ahri","gwen","0.5957",277
"mid","ahri","azir","0.5244",246
"mid","ahri","garen","0.5075",199
"mid","ahri","nunu&willump","0.5654",191
"mid","ahri","aurelionsol","0.5033",153
"mid","ahri","cho'gath","0.5000",148
"mid","ahri","kled","0.4895",143
"mid","ahri","mordekaiser","0.5349",129
"mid","ahri","riven","0.4206",126
"mid","ahri","zac","0.5317",126
"mid","ahri","wukong","0.5526",114
"mid","ahri","sion","0.5455",99
"mid","ahri","camille","0.5484",93
"jungle","amumu","leesin","0.5020",3173
"jungle","amumu","rumble","0.5060",1083
"jungle","amumu","morgana","0.4768",1034
"jungle","amumu","kindred","0.5204",1007
"jungle","amumu","viego","0.5256",997
"jungle","amumu","diana","0.4929",982
"jungle","amumu","elise","0.4973",919
"jungle","amumu","kayn","0.5144",871
"jungle","amumu","nidalee","0.5468",823
"jungle","amumu","shaco","0.4684",807
"jungle","amumu","masteryi","0.5020",733
"jungle","amumu","xinzhao","0.4820",693
"jungle","amumu","nocturne","0.5270",666
"jungle","amumu","graves","0.5517",629
"jungle","amumu","ekko","0.5373",510
"jungle","amumu","zac","0.4631",501
"jungle","amumu","nunu&willump","0.5078",451
"jungle","amumu","kha'zix","0.5192",443
"jungle","amumu","rammus","0.5432",370
"jungle","amumu","evelynn","0.4604",341
"jungle","amumu","warwick","0.4926",337
"jungle","amumu","poppy","0.5113",309
"jungle","amumu","jarvaniv","0.5231",281
"jungle","amumu","fiddlesticks","0.4444",270
"jungle","amumu","volibear","0.4886",264
"jungle","amumu","sejuani","0.4513",226
"jungle","amumu","rek'sai","0.4595",222
"jungle","amumu","vi","0.5025",201
"jungle","amumu","udyr","0.5622",201
"jungle","amumu","olaf","0.4545",198
"jungle","amumu","hecarim","0.4844",192
"jungle","amumu","karthus","0.5183",164
"jungle","amumu","trundle","0.4233",163
"jungle","amumu","lillia","0.4969",161
"jungle","amumu","shyvana","0.4500",140
"jungle","amumu","gragas","0.5391",128
"jungle","amumu","jax","0.4915",118
"jungle","amumu","taliyah","0.4324",111
"jungle","amumu","gwen","0.4623",106
"jungle","amumu","rengar","0.5823",79
"jungle","amumu","wukong","0.5152",66
"mid","aurelionsol","sylas","0.5345",550
"mid","aurelionsol","zed","0.5144",451
"mid","aurelionsol","yasuo","0.5417",432
"mid","aurelionsol","katarina","0.4947",376
"mid","aurelionsol","akali","0.5321",374
"mid","aurelionsol","yone","0.5434",311
"mid","aurelionsol","talon","0.5211",284
"mid","aurelionsol","leblanc","0.5461",271
"mid","aurelionsol","xerath","0.4696",247
"mid","aurelionsol","twistedfate","0.5714",238
"mid","aurelionsol","lucian","0.4951",204
"mid","aurelionsol","qiyana","0.5257",175
"mid","aurelionsol","viktor","0.4914",175
"mid","aurelionsol","viego","0.5309",162
"mid","aurelionsol","irelia","0.5556",162
"mid","aurelionsol","ahri","0.4967",153
"mid","aurelionsol","vladimir","0.5270",148
"mid","aurelionsol","pantheon","0.5000",146
"mid","aurelionsol","galio","0.5474",137
"mid","aurelionsol","fizz","0.5000",120
"mid","aurelionsol","anivia","0.4833",120
"mid","aurelionsol","lux","0.5678",118
"mid","aurelionsol","orianna","0.5179",112
"mid","aurelionsol","zoe","0.5189",106
"mid","aurelionsol","ekko","0.4545",88
"mid","aurelionsol","kassadin","0.5366",82
"mid","aurelionsol","diana","0.5500",80
"mid","aurelionsol","rumble","0.4426",61
"mid","aurelionsol","syndra","0.5517",58
"mid","aurelionsol","malzahar","0.4727",55
"mid","aurelionsol","sett","0.5283",53
"jungle","ivern","leesin","0.5116",1116
"jungle","ivern","rumble","0.5352",454
"jungle","ivern","kindred","0.5349",415
"jungle","ivern","elise","0.4866",409
"jungle","ivern","morgana","0.5014",361
"jungle","ivern","diana","0.4802",354
"jungle","ivern","nidalee","0.4854",342
"jungle","ivern","shaco","0.5441",340
"jungle","ivern","viego","0.4884",301
"jungle","ivern","kayn","0.4847",295
"jungle","ivern","graves","0.5820",244
"jungle","ivern","xinzhao","0.4606",241
"jungle","ivern","nocturne","0.5000",216
"jungle","ivern","kha'zix","0.4929",211
"jungle","ivern","masteryi","0.4241",191
"jungle","ivern","ekko","0.5574",183
"jungle","ivern","nunu&willump","0.5238",168
"jungle","ivern","zac","0.5031",163
"jungle","ivern","evelynn","0.4597",124
"jungle","ivern","rek'sai","0.4797",123
"jungle","ivern","warwick","0.4952",105
"jungle","ivern","fiddlesticks","0.4808",104
"jungle","ivern","poppy","0.4804",102
"jungle","ivern","jarvaniv","0.4950",101
"jungle","ivern","sejuani","0.4634",82
"jungle","ivern","rammus","0.5062",81
"jungle","ivern","hecarim","0.5375",80
"jungle","ivern","udyr","0.6076",79
"jungle","ivern","volibear","0.5211",71
"jungle","ivern","olaf","0.4776",67
"jungle","ivern","karthus","0.5484",62
"jungle","ivern","vi","0.5593",59
"jungle","ivern","taliyah","0.4655",58
"mid","azir","sylas","0.4945",724
"mid","azir","yasuo","0.4767",644
"mid","azir","zed","0.4425",626
"mid","azir","akali","0.5219",525
"mid","azir","katarina","0.4274",489
"mid","azir","yone","0.4473",465
"mid","azir","leblanc","0.4600",437
"mid","azir","talon","0.4699",432
"mid","azir","xerath","0.4439",392
"mid","azir","twistedfate","0.4491",334
"mid","azir","viktor","0.4564",298
"mid","azir","lucian","0.4608",293
"mid","azir","irelia","0.5108",278
"mid","azir","viego","0.4635",274
"mid","azir","qiyana","0.4767",258
"mid","azir","ahri","0.4756",246
"mid","azir","vladimir","0.4764",233
"mid","azir","pantheon","0.4978",231
"mid","azir","zoe","0.4732",205
"mid","azir","galio","0.4545",198
"mid","azir","anivia","0.4974",195
"mid","azir","orianna","0.5026",189
"mid","azir","fizz","0.4477",172
"mid","azir","lux","0.4259",162
"mid","azir","ekko","0.4589",146
"mid","azir","diana","0.4110",146
"mid","azir","kassadin","0.4444",117
"mid","azir","syndra","0.4741",116
"mid","azir","rumble","0.5217",115
"mid","azir","malzahar","0.5138",109
"mid","azir","cassiopeia","0.3750",96
"mid","azir","ryze","0.5465",86
"mid","azir","sett","0.5663",83
"mid","azir","veigar","0.3846",78
"mid","azir","corki","0.4545",77
"mid","azir","jayce","0.3947",76
"mid","azir","tristana","0.4667",75
"mid","azir","renekton","0.5072",69
"mid","azir","nocturne","0.4638",69
"mid","azir","malphite","0.4265",68
"mid","azir","lissandra","0.5303",66
"mid","azir","annie","0.4262",61
"top","akali","sylas","0.4748",8165
"top","akali","sett","0.4790",6587
"top","akali","aatrox","0.4769",5731
"top","akali","renekton","0.4760",4099
"top","akali","irelia","0.5145",3994
"top","akali","shen","0.4443",3502
"top","akali","leesin","0.4555",2527
"top","akali","gwen","0.5236",2519
"top","akali","darius","0.4910",2495
"top","akali","malphite","0.4923",2480
"top","akali","jayce","0.4763",2444
"top","akali","garen","0.5093",2311
"top","akali","mordekaiser","0.5024",2303
"top","akali","fiora","0.4850",2196
"top","akali","jax","0.4748",2100
"top","akali","ornn","0.4611",2017
"top","akali","gnar","0.5087",1948
"top","akali","riven","0.4612",1832
"top","akali","vladimir","0.4713",1655
"top","akali","rumble","0.4881",1551
"top","akali","teemo","0.5153",1537
"top","akali","volibear","0.4709",1476
"top","akali","kayle","0.4469",1336
"top","akali","vayne","0.4937",1266
